v,q,g,m,mom,calmar,cagr,mdd,sharpe,sortino
25,30,35,10,6m-1m,0.148,8.74,59.03,0.411,0.577
10,35,40,15,6m-1m,0.147,9.62,65.6,0.43,0.622
15,35,40,10,6m,0.146,9.78,66.83,0.434,0.605
40,5,10,45,6m,0.145,8.28,57.24,0.402,0.567
40,20,15,25,12m,0.145,7.65,52.85,0.386,0.562
30,40,10,20,6m,0.144,7.75,54.02,0.389,0.536
30,30,15,25,6m,0.144,8.99,62.24,0.418,0.567
35,30,10,25,6m,0.143,8.18,57.05,0.399,0.55
40,20,20,20,12m-1m,0.143,7.68,53.56,0.387,0.545
10,35,40,15,6m,0.142,8.91,62.7,0.414,0.592
40,5,45,10,12m,0.141,8.99,63.81,0.418,0.583
30,35,10,25,6m,0.14,8.1,57.75,0.397,0.537
35,10,10,45,6m,0.139,8.73,62.73,0.412,0.562
35,0,55,10,6m-1m,0.138,8.59,62.0,0.407,0.565
35,25,20,20,6m-1m,0.135,8.35,61.74,0.404,0.558
0,40,45,15,6m,0.135,9.14,67.57,0.422,0.568
35,25,30,10,6m,0.135,9.01,66.56,0.419,0.572
40,5,10,45,12m,0.134,7.86,58.47,0.393,0.504
10,40,40,10,6m,0.131,9.14,69.59,0.422,0.567
35,30,20,15,6m,0.126,8.79,69.9,0.414,0.592
35,40,10,15,6m,0.122,6.05,49.62,0.345,0.487
30,0,60,10,6m-1m,0.12,7.14,59.63,0.375,0.505
40,20,25,15,6m,0.118,6.77,57.45,0.363,0.527
40,30,10,20,12m-1m,0.117,6.16,52.86,0.348,0.481
5,40,40,15,6m-1m,0.113,8.13,71.73,0.399,0.535
20,30,40,10,12m,0.113,7.67,68.01,0.386,0.545
20,40,15,25,6m-1m,0.112,7.16,63.97,0.373,0.516
0,40,50,10,12m-1m,0.107,7.56,70.63,0.384,0.54
30,40,15,15,6m,0.106,6.67,63.02,0.361,0.501
20,25,45,10,6m,0.106,7.1,66.93,0.371,0.549
35,35,20,10,6m-1m,0.099,6.17,62.54,0.348,0.493
5,40,45,10,6m-1m,0.096,6.86,71.05,0.37,0.501
25,30,35,10,12m,0.095,6.09,63.83,0.35,0.482
10,40,40,10,6m-1m,0.092,6.52,70.62,0.362,0.487
35,35,20,10,6m,0.089,5.56,62.23,0.333,0.47
25,35,10,30,6m,0.085,5.65,66.8,0.336,0.456
35,35,10,20,6m,0.083,4.94,59.26,0.317,0.437
35,40,15,10,12m,0.066,4.23,64.05,0.3,0.413
25,30,35,10,12m-1m,0.064,4.42,68.49,0.311,0.429
30,40,15,15,6m-1m,0.063,4.1,64.98,0.294,0.407
35,40,15,10,6m,0.052,3.45,66.68,0.278,0.387
